bwdist	-1	2
bwdistgeodesic	1	2
bweuler	1	2
bwferet	-1	2
bwhitmiss	1	2
bwlabel	2	2
bwlabeln	2	2
bwlookup	1	2
bwmorph	2	2
bwmorph3	1	2
bwperim	1	2
bwpropfilt	1	2
bwselect	-1	2
bwselect3	-1	2
bwskel	1	2
bwtraceboundary	1	2
bwulterode	1	2
caldays	1	2
caldiff	1	0
calendar	1	2
calendarDuration	1	2
calmonths	1	2
calquarters	1	2
calweeks	1	2
calyears	1	2
camdolly	0	2
camlight	1	2
camlookat	0	2
camorbit	0	2
campan	0	2
campos	1	2
camproj	1	2
camroll	0	2
camtarget	1	2
camup	1	2
camva	1	2
camzoom	0	2
canoncorr	ERR:MATLAB:narginout:notValidMfile	0
capability	ERR:MATLAB:narginout:notValidMfile	0
capaplot	ERR:MATLAB:narginout:notValidMfile	0
cart2pol	3	2
cart2sph	3	2
cascadesparams	1	2
caseread	ERR:MATLAB:narginout:notValidMfile	0
casewrite	ERR:MATLAB:narginout:notValidMfile	0
cast	1	5
cat	1	5
categorical	1	2
caxis	-1	2
ccdesign	ERR:MATLAB:narginout:notValidMfile	0
cceps	3	2
cconv	1	2
cd	1	5
cdf	ERR:MATLAB:narginout:notValidMfile	7
cdf2rdf	2	2
cdfplot	ERR:MATLAB:narginout:notValidMfile	0
ceil	1	5
cell	1	5
cell2mat	1	2
cell2sos	2	2
cell2struct	1	5
cellfun	-1	5
cellstr	1	2
cgs	5	2
char	1	5
cheb1ap	3	2
cheb1ord	2	2
cheb2ap	3	2
cheb2ord	2	2
chebwin	1	2
cheby1	-1	2
cheby2	-1	2
checkerboard	1	2
chi2cdf	ERR:MATLAB:narginout:notValidMfile	0
chi2gof	ERR:MATLAB:narginout:notValidMfile	0
chi2inv	ERR:MATLAB:narginout:notValidMfile	0
chi2pdf	ERR:MATLAB:narginout:notValidMfile	0
chi2rnd	ERR:MATLAB:narginout:notValidMfile	0
chi2stat	ERR:MATLAB:narginout:notValidMfile	0
chirp	1	2
chol	3	5
cholcov	ERR:MATLAB:narginout:notValidMfile	0
cholupdate	2	5
chromadapt	1	2
circshift	1	5
cla	1	2
clabel	1	2
class	1	5
clc	0	5
clear	0	5
clearpoints	ERR:MATLAB:nargin:isScript	2
clearvars	0	2
clf	1	2
clim	-1	2
clip	1	2
clock	1	5
close	1	6
closereq	0	2
cluster	3	7
clusterdata	ERR:MATLAB:narginout:notValidMfile	0
cmap2gray	1	2
cmdscale	ERR:MATLAB:narginout:notValidMfile	0
cmpermute	2	2
cmunique	2	2
cohere	2	2
col2im	1	2
colfilt	1	2
colnames	ERR:MATLAB:narginout:notValidMfile	0
colon	1	5
colorangle	1	2
colorbar	1	2
colorcube	1	2
colordef	0	2
colororder	1	2
colperm	1	2
column	ERR:MATLAB:narginout:notValidMfile	0
combnk	ERR:MATLAB:narginout:notValidMfile	0
comet	0	2
comet3	0	2
compan	1	2
compass	1	2
complex	1	5
compose	1	2
computer	3	5
concat	1	0
cond	1	2
condeig	3	2
condest	2	2
coneplot	1	2
confusionmat	2	2
conj	1	5
conndef	1	2
containers	ERR:MATLAB:narginout:notValidMfile	0
contains	1	5
contour	2	2
contour3	3	2
contourc	1	5
contourf	3	2
contourslice	1	2
contrast	1	2
conv	1	2
conv2	1	5
convertCharsToStrings	-1	5
convertContainedStringsToChars	-1	5
convertStringsToChars	ERR:MATLAB:narginout:doesNotApply	5
convhull	-1	5
convhulln	2	2
convmtx	1	2
convmtx2	1	2
convn	1	2
cophenet	ERR:MATLAB:narginout:notValidMfile	0
copulacdf	ERR:MATLAB:narginout:notValidMfile	0
copulafit	ERR:MATLAB:narginout:notValidMfile	0
copulaparam	ERR:MATLAB:narginout:notValidMfile	0
copulapdf	ERR:MATLAB:narginout:notValidMfile	0
copularnd	ERR:MATLAB:narginout:notValidMfile	0
copulastat	ERR:MATLAB:narginout:notValidMfile	0
copyfile	3	5
copygraphics	0	6
copyobj	1	5
corr	3	0
corr2	1	2
corrcoef	4	2
corrcov	ERR:MATLAB:narginout:notValidMfile	0
corrmtx	2	2
cos	1	5
cosd	1	5
cosh	1	5
cot	1	2
cotd	1	2
coth	1	2
count	1	1
cov	1	2
coxphfit	ERR:MATLAB:narginout:notValidMfile	0
cplxpair	1	2
cpsd	-1	2
cputime	1	5
createns	ERR:MATLAB:narginout:notValidMfile	0
cross	1	2
crosstab	ERR:MATLAB:narginout:notValidMfile	0
csc	1	2
cscd	1	2
csch	1	2
csd	3	2
csvwrite	0	2
ctranspose	1	5
cummax	1	5
cummin	1	5
cumprod	1	5
cumsum	1	5
cumtrapz	1	2
curl	4	2
cusum	4	2
cylinder	3	2
czt	2	2
daspect	1	2
datacursormode	1	2
datasample	ERR:MATLAB:narginout:notValidMfile	0
dataTipInteraction	1	2
datawrap	2	2
date	1	2
datenum	1	2
dateshift	1	0
datestr	1	2
datetime	1	2
datevec	6	2
day	1	2
days	1	2
db	1	2
db2mag	1	2
db2pow	1	2
dblquad	1	2
dbscan	ERR:MATLAB:narginout:notValidMfile	0
dct	1	2
dct2	1	2
dctmtx	1	2
dde23	1	2
ddeget	1	2
ddensd	1	2
ddesd	1	2
ddeset	1	2
deal	-1	2
deblank	1	5
dec2base	1	2
dec2bin	1	5
dec2hex	1	5
decic	3	2
decimate	1	2
decomposition	1	2
deconv	2	2
deconvblind	2	2
deconvlucy	1	2
deconvreg	2	2
deconvwnr	1	2
decorrstretch	1	2
deg2rad	1	2
del2	1	2
delaunay	-1	5
delaunayn	1	2
delete	0	5
deltaE	1	2
demod	2	2
demosaic	1	2
dendrogram	ERR:MATLAB:narginout:notValidMfile	0
designfilt	-1	2
det	1	5
detrend	1	2
deval	2	2
dftmtx	1	2
diag	1	5
diary	0	5
dice	1	2
dictionary	ERR:MATLAB:narginout:notValidMfile	7
diffuse	1	2
digitalFilter	1	2
digitrevorder	2	2
dir	1	5
diric	1	2
disableDefaultInteractivity	0	2
discretize	2	2
disp	0	5
display	0	5
dissect	1	5
dither	1	2
divergence	1	2
dlmwrite	0	2
dmperm	6	5
dot	1	2
double	1	5
downsample	1	2
dpss	2	2
drawnow	0	5
dsearchn	2	2
dtw	3	2
dummyvar	ERR:MATLAB:narginout:notValidMfile	0
duration	1	2
dutycycle	5	2
dwtest	ERR:MATLAB:narginout:notValidMfile	0
ecdf	ERR:MATLAB:narginout:notValidMfile	0
ecdfhist	ERR:MATLAB:narginout:notValidMfile	0
echo	0	5
edge	4	2
edge3	1	2
edgetaper	1	2
edr	3	2
eig	3	5
eigs	3	2
ellip	-1	2
ellipap	3	2
ellipj	3	2
ellipke	2	2
ellipord	2	2
ellipsoid	3	2
enableDefaultInteractivity	0	2
enableLegacyExplorationModes	0	2
enbw	1	2
endsWith	1	5
entries	ERR:MATLAB:narginout:notValidMfile	0
entropy	1	2
entropyfilt	1	2
envelope	2	2
envspectrum	-1	2
eomday	1	2
eps	1	5
eq	1	5
eqtflength	4	2
erase	1	2
eraseBetween	1	2
erf	1	5
erfc	1	5
erfcinv	1	5
erfcx	1	5
erfinv	1	5
error	0	5
errorbar	1	2
etime	1	2
etree	2	5
etreeplot	0	2
eval	1	5
evalc	-1	5
evalin	-1	5
evcdf	ERR:MATLAB:narginout:notValidMfile	0
events	1	5
evfit	ERR:MATLAB:narginout:notValidMfile	0
evinv	ERR:MATLAB:narginout:notValidMfile	0
evlike	ERR:MATLAB:narginout:notValidMfile	0
evpdf	ERR:MATLAB:narginout:notValidMfile	0
evrnd	ERR:MATLAB:narginout:notValidMfile	0
evstat	ERR:MATLAB:narginout:notValidMfile	0
exceltime	1	0
ExhaustiveSearcher	ERR:MATLAB:narginout:notValidMfile	0
exist	1	5
exit	0	5
exp	1	5
expcdf	ERR:MATLAB:narginout:notValidMfile	0
expfit	ERR:MATLAB:narginout:notValidMfile	0
expint	1	2
expinv	ERR:MATLAB:narginout:notValidMfile	0
explike	ERR:MATLAB:narginout:notValidMfile	0
expm	1	2
expm1	1	5
ExponentialDistribution	ERR:MATLAB:narginout:notValidMfile	0
exportapp	0	6
exportfigure	ERR:MATLAB:narginout:notValidMfile	0
exportgraphics	0	6
exportsetupdlg	0	2
exppdf	ERR:MATLAB:narginout:notValidMfile	0
exprnd	ERR:MATLAB:narginout:notValidMfile	0
expstat	ERR:MATLAB:narginout:notValidMfile	0
extract	1	2
extractAfter	1	2
extractBefore	1	2
extractBetween	1	2
ExtremeValueDistribution	ERR:MATLAB:narginout:notValidMfile	0
eye	1	5
ezcontour	1	2
ezcontourf	1	2
ezmesh	1	2
ezmeshc	1	2
ezplot	1	2
ezplot3	1	2
ezpolar	1	2
ezsurf	1	2
ezsurfc	1	2
factor	1	2
factorial	1	2
falltime	5	2
false	1	5
fan2para	3	2
fanbeam	3	2
fcdf	ERR:MATLAB:narginout:notValidMfile	0
fclose	1	5
fcnchk	2	2
fcontour	1	2
feather	1	2
feof	1	5
ferror	2	5
feval	-1	5
ff2n	ERR:MATLAB:narginout:notValidMfile	0
fft	1	5
fft2	1	2
fftfilt	1	2
fftn	1	5
fftshift	1	2
fftw	1	5
fgetl	1	2
fgets	1	5
fibermetric	1	2
fieldnames	1	5
figure	1	5
fileattrib	3	5
filemarker	ERR:MATLAB:narginout:doesNotApply	5
fileparts	3	2
filesep	1	5
fill	1	5
fill3	1	5
fillgaps	1	2
fillmissing	2	2
filloutliers	5	2
filter	2	5
filter2	1	2
filternorm	1	2
filtfilt	1	2
filtic	1	2
filtord	1	2
filtstates	ERR:MATLAB:narginout:notValidMfile	0
fimplicit	-1	2
fimplicit3	-1	2
find	3	5
findall	1	2
findchangepts	2	2
finddelay	1	2
findgroups	-2	2
findobj	ERR:MATLAB:narginout:doesNotApply	5
findpeaks	4	2
findsignal	3	2
findstr	1	5
finv	ERR:MATLAB:narginout:notValidMfile	0
fir1	2	2
fir2	2	2
fircls	2	2
fircls1	2	2
firgauss	2	2
firls	2	2
firpm	3	2
firpmord	4	2
firrcos	2	2
firtype	1	2
fishertest	ERR:MATLAB:narginout:notValidMfile	0
fitdist	ERR:MATLAB:narginout:notValidMfile	0
fitgeotrans	1	2
fix	1	5
flattopwin	1	2
flintmax	1	5
flip	1	5
flipdim	1	2
fliplr	1	2
flipud	1	2
floor	1	5
fmesh	1	2
fminbnd	4	2
fminsearch	4	2
fopen	-1	5
format	1	5
formula	1	0
fpdf	ERR:MATLAB:narginout:notValidMfile	0
fplot	-1	2
fplot3	1	2
fprintf	1	5
fracfact	ERR:MATLAB:narginout:notValidMfile	0
fracfactgen	ERR:MATLAB:narginout:notValidMfile	0
frame2im	2	5
framesig	3	2
fread	2	5
freqs	2	2
freqspace	2	2
freqz	4	2
freqz2	3	2
frewind	0	2
friedman	ERR:MATLAB:narginout:notValidMfile	0
frnd	ERR:MATLAB:narginout:notValidMfile	0
fsamp2	1	2
fscanf	2	5
fseek	1	5
fspecial	1	2
fspecial3	1	2
fsst	3	2
fstat	ERR:MATLAB:narginout:notValidMfile	0
fsurf	1	2
ftell	1	5
ftrans2	1	2
full	1	5
fullfact	ERR:MATLAB:narginout:notValidMfile	0
fullfile	1	2
func2str	1	5
functions	1	5
funm	3	2
fwht	1	2
fwind1	1	2
fwind2	1	2
fwrite	1	5
fzero	4	2
gabor	1	2
gagerr	ERR:MATLAB:narginout:notValidMfile	0
gallery	-1	2
gamcdf	ERR:MATLAB:narginout:notValidMfile	0
gamfit	ERR:MATLAB:narginout:notValidMfile	0
gaminv	ERR:MATLAB:narginout:notValidMfile	0
gamlike	ERR:MATLAB:narginout:notValidMfile	0
gamma	1	5
GammaDistribution	ERR:MATLAB:narginout:notValidMfile	0
gammain	1	2
gammainc	1	5
gammaincinv	1	5
gammaln	1	5
gammaout	1	2
gampdf	ERR:MATLAB:narginout:notValidMfile	0
gamrnd	ERR:MATLAB:narginout:notValidMfile	0
gamstat	ERR:MATLAB:narginout:notValidMfile	0
gauspuls	3	2
gaussdesign	1	2
gaussfir	1	2
gausswin	1	2
gca	ERR:MATLAB:narginout:doesNotApply	5
gcbf	1	2
gcbo	ERR:MATLAB:narginout:doesNotApply	5
gcd	3	2
gcf	ERR:MATLAB:narginout:doesNotApply	5
gco	ERR:MATLAB:narginout:doesNotApply	5
ge	1	5
GeneralizedExtremeValueDistribution	ERR:MATLAB:narginout:notValidMfile	0
GeneralizedParetoDistribution	ERR:MATLAB:narginout:notValidMfile	0
genpath	1	2
geocdf	ERR:MATLAB:narginout:notValidMfile	0
geoinv	ERR:MATLAB:narginout:notValidMfile	0
geomean	ERR:MATLAB:narginout:notValidMfile	0
geopdf	ERR:MATLAB:narginout:notValidMfile	0
geornd	ERR:MATLAB:narginout:notValidMfile	0
geostat	ERR:MATLAB:narginout:notValidMfile	0
get	1	5
getappdata	ERR:MATLAB:narginout:doesNotApply	5
getenv	1	5
getfield	1	2
getframe	2	2
getpoints	ERR:MATLAB:nargin:isScript	2
gevcdf	ERR:MATLAB:narginout:notValidMfile	0
gevfit	ERR:MATLAB:narginout:notValidMfile	0
gevinv	ERR:MATLAB:narginout:notValidMfile	0
gevlike	ERR:MATLAB:narginout:notValidMfile	0
gevpdf	ERR:MATLAB:narginout:notValidMfile	0
gevrnd	ERR:MATLAB:narginout:notValidMfile	0
gevstat	ERR:MATLAB:narginout:notValidMfile	0
ginput	3	2
glmfit	ERR:MATLAB:narginout:notValidMfile	0
glmval	ERR:MATLAB:narginout:notValidMfile	0
glyphplot	ERR:MATLAB:narginout:notValidMfile	0
gmonopuls	1	2
gmres	5	2
gobjects	1	2
goertzel	1	2
gpcdf	ERR:MATLAB:narginout:notValidMfile	0
gpfit	ERR:MATLAB:narginout:notValidMfile	0
gpinv	ERR:MATLAB:narginout:notValidMfile	0
gplike	ERR:MATLAB:narginout:notValidMfile	0
gplot	2	2
gplotmatrix	ERR:MATLAB:narginout:notValidMfile	0
gppdf	ERR:MATLAB:narginout:notValidMfile	0
gprnd	ERR:MATLAB:narginout:notValidMfile	0
gpstat	ERR:MATLAB:narginout:notValidMfile	0
gradient	-1	2
gradientweight	1	2
gray2ind	2	2
graycomatrix	2	2
grayconnected	1	2
graycoprops	1	2
graydiffweight	1	2
graydist	1	2
grayslice	1	2
graythresh	2	2
grid	0	2
griddata	3	2
griddatan	1	2
griddedInterpolant	ERR:MATLAB:narginout:notValidMfile	2
groot	ERR:MATLAB:narginout:doesNotApply	5
groupcounts	3	2
groupfilter	2	2
groupsummary	3	2
grouptransform	2	2
grp2idx	ERR:MATLAB:narginout:notValidMfile	0
grpdelay	2	2
grpstats	ERR:MATLAB:narginout:notValidMfile	0
gscatter	ERR:MATLAB:narginout:notValidMfile	0
gsvd	5	2
gt	1	5
gtext	1	2
guidata	1	2
hadamard	1	2
HalfNormalDistribution	ERR:MATLAB:narginout:notValidMfile	0
hamming	1	2
hampel	4	2
hankel	1	2
hann	1	2
hanning	1	2
harmmean	ERR:MATLAB:narginout:notValidMfile	0
head	1	2
heatmap	1	2
height	1	2
help	2	2
hess	4	5
hex2dec	1	5
hex2num	1	2
hgexport	-1	6
hggroup	ERR:MATLAB:narginout:doesNotApply	5
hgload	2	2
hgsave	0	2
hgtransform	ERR:MATLAB:narginout:doesNotApply	5
hidden	1	2
highpass	-1	2
hilb	1	2
hilbert	1	2
hist	2	2
hist3	ERR:MATLAB:narginout:notValidMfile	0
histc	2	5
histcounts	3	2
histcounts2	5	2
histeq	2	2
histfit	ERR:MATLAB:narginout:notValidMfile	0
histogram	1	2
histogram2	1	2
hmmdecode	ERR:MATLAB:narginout:notValidMfile	0
hmmestimate	ERR:MATLAB:narginout:notValidMfile	0
hmmgenerate	ERR:MATLAB:narginout:notValidMfile	0
hmmtrain	ERR:MATLAB:narginout:notValidMfile	0
hmmviterbi	ERR:MATLAB:narginout:notValidMfile	0
hms	-1	0
hold	0	2
home	0	5
horzcat	1	5
hougen	ERR:MATLAB:narginout:notValidMfile	0
hough	3	2
houghlines	1	2
houghpeaks	1	2
hour	1	2
hours	1	2
hsv2rgb	3	2
hygecdf	ERR:MATLAB:narginout:notValidMfile	0
hygeinv	ERR:MATLAB:narginout:notValidMfile	0
hygepdf	ERR:MATLAB:narginout:notValidMfile	0
hygernd	ERR:MATLAB:narginout:notValidMfile	0
hygestat	ERR:MATLAB:narginout:notValidMfile	0
hypot	1	5
icceps	1	2
icdf	ERR:MATLAB:narginout:notValidMfile	0
ichol	1	5
idct	1	2
idct2	1	2
idivide	1	2
ifanbeam	2	2
ifft	1	5
ifft2	1	2
ifftn	1	5
ifftshift	1	2
ifsst	1	2
ifwht	1	2
illumgray	1	2
illumpca	1	2
illumwhite	1	2
ilu	3	5
im2col	1	2
im2double	1	2
im2frame	1	5
im2gray	1	2
im2int16	1	2
im2mat	ERR:MATLAB:narginout:notValidMfile	0
im2single	1	2
im2uint16	1	2
im2uint8	1	2
imabsdiff	1	2
imadd	1	2
imadjust	1	2
imadjustn	1	2
imag	1	5
image	1	5
imagesc	1	2
imapplymatrix	1	2
imapprox	2	2
imbilatfilt	1	2
imbinarize	1	2
imbothat	1	2
imboxfilt	1	2
imboxfilt3	1	2
imcentroid	ERR:MATLAB:narginout:notValidMfile	0
imclearborder	1	2
imclose	1	2
imcolordiff	1	2
imcomplement	1	2
imcontour	2	2
imcrop	-1	2
imcrop3	1	2
imdiffuseest	2	2
imdiffusefilt	1	2
imdilate	1	2
imdivide	1	2
imerode	1	2
imextendedmax	1	2
imextendedmin	1	2
imfill	2	2
imfilter	1	2
imfindcircles	3	2
imfinfo	1	2
imflatfield	1	2
imfuse	2	2
imgaborfilt	2	2
imgaussfilt	1	2
imgaussfilt3	1	2
imgradient	2	2
imgradient3	3	2
imgradientxy	2	2
imgradientxyz	3	2
imguidedfilter	1	2
imhist	2	2
imhistmatch	-1	2
imhistmatchn	-1	2
imhmax	1	2
imhmin	1	2
imimposemin	1	2
imlincomb	1	2
imlocalbrighten	2	2
immse	1	2
immultiply	1	2
imnlmfilt	-1	2
imnoise	1	2
imopen	1	2
imoverlay	1	2
impinvar	2	2
impixel	-1	2
improfile	-1	2
impyramid	1	2
impz	-1	2
impzlength	1	2
imquantize	2	2
imread	3	2
imreconstruct	1	2
imreducehaze	3	2
imref2d	1	2
imregcorr	2	2
imregionalmax	1	2
imregionalmin	1	2
imresize	2	2
imresize3	1	2
imrotate	-1	2
imrotate3	1	2
imsegfmm	2	2
imsegkmeans	2	2
imsegkmeans3	2	2
imsharpen	1	2
imshow	1	2
imshowpair	-1	2
imsplit	-1	2
imsubtract	1	2
imtile	1	2
imtophat	1	2
imtranslate	2	2
imwarp	2	2
imwrite	0	2
inconsistent	ERR:MATLAB:narginout:notValidMfile	0
ind2gray	1	2
ind2rgb	3	2
ind2sub	-3	2
indexof	ERR:MATLAB:narginout:notValidMfile	0
info	0	2
inline	1	2
inlineeval	1	2
inpolygon	2	2
input	1	5
inputname	1	5
insert	ERR:MATLAB:narginout:notValidMfile	0
insertAfter	1	2
insertBefore	1	2
int2str	1	2
integral	1	2
integral2	1	2
integral3	1	2
integralBoxFilter	1	2
integralBoxFilter3	1	2
integralImage	1	2
integralImage3	1	2
interactionplot	ERR:MATLAB:narginout:notValidMfile	0
interp	2	2
interp1	1	2
interp1q	1	2
interp2	1	2
interp3	1	2
interpft	1	2
interpn	1	2
interpstreamspeed	1	2
intersect	-1	2
intfilt	2	2
intlut	1	2
intmax	1	5
intmin	1	5
inv	1	5
InverseGaussianDistribution	ERR:MATLAB:narginout:notValidMfile	0
invfreqs	2	2
invfreqz	2	2
invhilb	1	2
invpred	ERR:MATLAB:narginout:notValidMfile	0
ipermute	1	2
iptcheckconn	0	2
iptgetpref	1	2
iptsetpref	-1	2
iqr	2	2
iradon	2	2
is2rc	1	2
isa	1	5
isallpass	1	2
isappdata	ERR:MATLAB:narginout:doesNotApply	5
isbanded	1	5
isbetween	1	2
iscalendarduration	1	2
iscell	1	5
iscellstr	1	5
ischange	-1	2
ischar	1	5
iscola	3	2
iscolumn	1	5
isConfigured	ERR:MATLAB:narginout:notValidMfile	0
isdatetime	1	2
isdiag	1	5
isdouble	ERR:MATLAB:narginout:notValidMfile	0
isdst	1	0
isduration	1	2
isempty	1	5
isequal	1	5
isequaln	1	5
isequalwithequalnans	1	2
isfield	1	5
isfile	1	5
isfinite	1	5
isfir	ERR:MATLAB:narginout:notValidMfile	0
isfloat	1	5
isfolder	1	5
isgraphics	ERR:MATLAB:narginout:doesNotApply	5
ishandle	1	5
ishermitian	1	5
ishghandle	ERR:MATLAB:narginout:doesNotApply	5
ishold	1	2
isIllConditioned	ERR:MATLAB:narginout:notValidMfile	0
isinf	1	5
isinteger	1	5
isKey	ERR:MATLAB:narginout:notValidMfile	0
isletter	1	5
islinphase	1	2
islocalmax	2	2
islocalmin	2	2
islogical	1	5
ismac	1	5
ismatrix	1	5
ismaxphase	1	2
ismember	2	2
ismembertol	2	5
isminphase	1	2
ismissing	1	2
isnan	1	5
isnat	1	0
isnumeric	1	5
isobject	1	5
isocaps	3	2
isocolors	1	2
isonormals	1	2
isosurface	3	2
isoutlier	4	2
ispc	1	5
isprime	1	2
isprop	1	6
isreal	1	5
isrow	1	5
isscalar	1	5
issingle	ERR:MATLAB:narginout:notValidMfile	0
issorted	1	5
issortedrows	1	5
isspace	1	5
issparse	1	5
isstable	1	2
isstr	1	5
isstring	1	5
isStringScalar	1	2
isstrprop	1	5
isstruct	1	5
isstudent	1	5
issymmetric	1	5
istable	1	2
istft	2	2
istimetable	1	2
istril	1	5
istriu	1	5
isuniform	2	5
isunix	1	5
isvalid	ERR:MATLAB:narginout:notValidMfile	0
isvarname	-1	5
isvector	1	5
iwishrnd	ERR:MATLAB:narginout:notValidMfile	0
jaccard	1	2
jackknife	ERR:MATLAB:narginout:notValidMfile	0
jbtest	ERR:MATLAB:narginout:notValidMfile	0
johnsrnd	ERR:MATLAB:narginout:notValidMfile	0
join	1	2
jsondecode	1	5
jsonencode	1	5
juliandate	1	2
kaiser	1	2
kaiserord	4	2
KDTreeSearcher	1	2
KernelDistribution	ERR:MATLAB:narginout:notValidMfile	0
keys	ERR:MATLAB:narginout:notValidMfile	0
kmeans	ERR:MATLAB:narginout:notValidMfile	0
kmedoids	ERR:MATLAB:narginout:notValidMfile	0
knnsearch	2	0
kron	1	2
kruskalwallis	ERR:MATLAB:narginout:notValidMfile	0
ksdensity	ERR:MATLAB:narginout:notValidMfile	0
kstest	ERR:MATLAB:narginout:notValidMfile	0
kstest2	ERR:MATLAB:narginout:notValidMfile	0
kurtogram	-1	2
kurtosis	ERR:MATLAB:narginout:notValidMfile	0
lab2double	1	2
lab2rgb	1	2
lab2uint16	1	2
lab2uint8	1	2
lab2xyz	1	2
label2idx	1	2
label2rgb	1	2
labelmatrix	1	2
labeloverlay	1	2
lar2rc	1	2
lasso	ERR:MATLAB:narginout:notValidMfile	0
lassoglm	ERR:MATLAB:narginout:notValidMfile	0
lassoPlot	ERR:MATLAB:narginout:notValidMfile	0
lasterr	2	5
lasterror	1	5
lastwarn	2	5
latc2tf	2	2
latcfilt	3	2
lcm	1	2
ldivide	1	5
ldl	4	5
le	1	5
legend	-1	2
legendre	1	2
length	1	5
leverage	ERR:MATLAB:narginout:notValidMfile	0
levinson	3	2
lhsdesign	ERR:MATLAB:narginout:notValidMfile	0
lhsnorm	ERR:MATLAB:narginout:notValidMfile	0
license	ERR:MATLAB:narginout:doesNotApply	5
light	1	5
